r,tau,S0,K,P_mkt,log_K_S0,iv_market,vega,DTE,C_VOLUME,rel_spread
0.0004977462620706351,0.3726027397260274,264.03,315.0,10.399999999999999,0.17650990577180314,0.41390724722381494,0.5460028604605931,136.0,3.0,0.0384615384615385
0.0005963752630296646,0.4465753424657534,264.03,230.0,48.75,-0.13798342413063452,0.4353820544159437,0.5805521759690855,163.0,4.0,0.012307692307692191
0.0005963752630296646,0.4465753424657534,264.03,240.0,42.225,-0.09542380971183863,0.427154044297825,0.6279030911900385,163.0,3.0,0.024866785079928885
0.0005963752630296646,0.4465753424657534,264.03,245.0,39.3,-0.07480452250910301,0.42537392993479195,0.6481400794695915,163.0,19.0,0.01781170483460549
0.0005963752630296646,0.4465753424657534,264.03,250.0,36.275000000000006,-0.05460181519158352,0.42005657206983416,0.6652988952464511,163.0,24.0,0.00964851826326675
0.0005963752630296646,0.4465753424657534,264.03,255.0,33.599999999999994,-0.03479918789540376,0.41805014186888473,0.6795722069883219,163.0,26.0,0.011904761904761864
0.0005963752630296646,0.4465753424657534,264.03,260.0,31.05,-0.015381102038302242,0.4159014192307512,0.6906054580156908,163.0,40.0,0.012882447665056314
0.0005963752630296646,0.4465753424657534,264.03,265.0,28.675,0.0036670929323922817,0.41434773577404854,0.6983183413546001,163.0,30.0,0.012205754141238062
0.0005963752630296646,0.4465753424657534,264.03,270.0,26.475,0.022359225944544765,0.4133997207019401,0.7027075492348764,163.0,57.0,0.013220018885741184
0.0005963752630296646,0.4465753424657534,264.03,275.0,24.35,0.04070836461274124,0.41167061394378923,0.703862332339396,163.0,29.0,0.012320328542094484
0.0005963752630296646,0.4465753424657534,264.03,280.0,22.525,0.0587268701154197,0.4124106756414582,0.7019476060470122,163.0,33.0,0.024417314095449533
0.0005963752630296646,0.4465753424657534,264.03,285.0,20.725,0.07642644721482056,0.4117733868893616,0.697097500629301,163.0,16.0,0.021712907117008406
0.0005963752630296646,0.4465753424657534,264.03,290.0,19.025,0.09381818992668968,0.41088292972949253,0.6894608998984602,163.0,38.0,0.023653088042049897
0.0005963752630296646,0.4465753424657534,264.03,295.0,17.475,0.11091262328598994,0.4105331817095526,0.6793743897294231,163.0,3.0,0.02575107296137335
0.0005963752630296646,0.4465753424657534,264.03,300.0,15.9,0.12771974160237112,0.40820008113202993,0.6663702660586575,163.0,120.0,0.02515723270440265
0.0005963752630296646,0.4465753424657534,264.03,305.0,14.65,0.14424904355358162,0.40919678030380213,0.6523493917587562,163.0,20.0,0.02047781569965875
0.0005963752630296646,0.4465753424657534,264.03,310.0,13.45,0.16050956442536204,0.4095187043311108,0.6364283594197362,163.0,50.0,0.02230483271375457
0.000991945848017299,0.6219178082191781,264.03,230.0,53.075,-0.13798342413063452,0.43047578863185304,0.702848157678055,227.0,90.0,0.021667451719265162
0.000991945848017299,0.6219178082191781,264.03,235.0,49.925,-0.11647721890967101,0.4271434110205349,0.7270918414137384,227.0,16.0,0.025037556334501755
0.000991945848017299,0.6219178082191781,264.03,240.0,47.0,-0.09542380971183863,0.42536905279681614,0.7493004096217035,227.0,29.0,0.019148936170212887
0.000991945848017299,0.6219178082191781,264.03,245.0,44.05,-0.07480452250910301,0.4217683247530769,0.768907206100863,227.0,149.0,0.024971623155505142
0.000991945848017299,0.6219178082191781,264.03,250.0,41.45,-0.05460181519158352,0.42123647788282303,0.7860390799694486,227.0,66.0,0.019300361881785386
0.000991945848017299,0.6219178082191781,264.03,255.0,38.775000000000006,-0.03479918789540376,0.4182893763028539,0.8004358759902459,227.0,38.0,0.021921341070277274
0.000991945848017299,0.6219178082191781,264.03,260.0,36.4,-0.015381102038302242,0.4176744713545441,0.8119932890090347,227.0,35.0,0.0219780219780219
0.000991945848017299,0.6219178082191781,264.03,265.0,33.925,0.0036670929323922817,0.4144482462298935,0.820867309880434,227.0,47.0,0.030950626381724522
0.000991945848017299,0.6219178082191781,264.03,270.0,31.65,0.022359225944544765,0.41232749220189996,0.8268726058884468,227.0,25.0,0.012638230647709388
0.000991945848017299,0.6219178082191781,264.03,275.0,29.725,0.04070836461274124,0.4131146639597271,0.830007866207847,227.0,77.0,0.025231286795626577
0.000991945848017299,0.6219178082191781,264.03,280.0,27.725,0.0587268701154197,0.4117096389010825,0.8305475885503739,227.0,60.0,0.030658250676284863
0.000991945848017299,0.6219178082191781,264.03,285.0,25.875,0.07642644721482056,0.41086421020444325,0.8285089382098061,227.0,13.0,0.03285024154589378
0.000991945848017299,0.6219178082191781,264.03,287.5,24.975,0.08516012718357513,0.4102862429015036,0.8265509787476564,227.0,6.0,0.03003003003003003
0.000991945848017299,0.6219178082191781,264.03,290.0,24.15,0.09381818992668968,0.41031804836575375,0.8240580170182845,227.0,4.0,0.02484472049689432
0.000991945848017299,0.6219178082191781,264.03,295.0,22.5,0.11091262328598994,0.4095076133452697,0.817285521826566,227.0,12.0,0.02666666666666673
0.000991945848017299,0.6219178082191781,264.03,300.0,20.975,0.12771974160237112,0.4090874382813065,0.8084511204629976,227.0,255.0,0.03575685339690107
